train_loss,val_loss,val_nrmse_loss,curr_epoch
0.044608451994256906,0.010630748595288038,0.2075790359910625,0
0.02513783458521214,0.008703347014823015,0.19317419542217365,1
0.023881879042783282,0.008865342219383359,0.19785895152021754,2
0.023230325279459514,0.02823561795326382,0.3223684105835418,3
0.022921737674199225,0.008273662322412926,0.19206923394593103,4
0.022609065835205392,0.007590356244731272,0.1844314456605193,5
0.02243891032226627,0.007386492070256914,0.18421951175494466,6
0.022259827135591333,0.007599657089981623,0.18459152397657724,7
0.021705232166206397,0.008078555909816975,0.19089759841914872,8
0.022979144552234553,0.007474767558497247,0.18341297292275952,9
0.022089271972665952,0.007269898874661666,0.18124499919606904,10
0.021738468196122778,0.007408820627142414,0.18305427946237804,11
0.022672879691301252,0.0077498761649216355,0.18914435030631463,12
0.021603314115547126,0.009481368342393387,0.2109150772365524,13
0.022645743095824056,0.007957105598525202,0.19070939457498612,14
0.022309855910369644,0.007237218677679699,0.18183484881830345,15
0.02185215811624457,0.007357630695021839,0.18308050256968283,16
0.021974155233694174,0.007407707055176196,0.18388238319534725,17
0.02197511064154651,0.0074810183479038905,0.18457142570964535,18
0.02126088766265115,0.007440796682912659,0.18277304296767644,19
0.021667692817370594,0.0080560868997654,0.1921819441364966,20
0.022109863884351523,0.007380080990648866,0.18248729242996287,21
0.02174134527493441,0.007458769972319784,0.18474004990309842,22
0.02109761754410505,0.0071892968304480605,0.18115589015146027,23
0.021364377638165507,0.00714329209917465,0.1801558120796151,24
0.021832018328775862,0.008085013048985424,0.18896720566006747,25
0.02208599077973635,0.007742840561991657,0.18486326272961648,26
0.021536567917734305,0.007289124531679678,0.18285723619101252,27
0.02167381299495395,0.007370861507159325,0.1828687745694953,28
0.023055097500054283,0.007179670094674163,0.18147197030353926,29
0.021555377515183227,0.015353512927102799,0.26895039606115584,30
0.021872846026124666,0.007068076961012667,0.1794217138103652,31
